Coord_x (m);Coord_y (m);Punto de Vigilancia;Camara Gran Angular;Camara Angulo Estrecho;Sensor Volumetrico;Detector sismico;Detector humo
290.0;420.0;0.0;0.0;0.0;0.0;0.0;1.0
290.0;430.0;0.0;1.0;0.0;0.0;0.0;0.0
290.0;440.0;0.0;0.0;0.0;1.0;0.0;0.0
290.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;460.0;0.0;1.0;0.0;0.0;1.0;1.0
290.0;470.0;0.0;0.0;0.0;1.0;0.0;0.0
290.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
290.0;490.0;1.0;0.0;1.0;0.0;0.0;1.0
300.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
300.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;50.0;0.0;0.0;0.0;1.0;0.0;0.0
300.0;60.0;0.0;0.0;0.0;0.0;1.0;0.0
300.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;110.0;1.0;0.0;0.0;1.0;0.0;0.0
300.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;140.0;0.0;1.0;0.0;0.0;1.0;0.0
300.0;150.0;0.0;1.0;0.0;0.0;1.0;0.0
300.0;160.0;0.0;0.0;0.0;0.0;1.0;0.0
300.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;180.0;0.0;0.0;0.0;0.0;0.0;1.0
300.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;220.0;0.0;1.0;0.0;1.0;0.0;0.0
300.0;230.0;0.0;0.0;0.0;0.0;0.0;1.0
300.0;240.0;0.0;1.0;1.0;1.0;1.0;1.0
300.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
300.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;270.0;0.0;0.0;1.0;0.0;0.0;0.0
300.0;280.0;0.0;0.0;1.0;0.0;0.0;0.0
300.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;350.0;0.0;0.0;1.0;0.0;0.0;0.0
300.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;370.0;1.0;0.0;0.0;1.0;0.0;0.0
300.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;390.0;0.0;0.0;1.0;0.0;0.0;1.0
300.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;440.0;0.0;1.0;0.0;0.0;0.0;0.0
300.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
300.0;490.0;1.0;0.0;1.0;1.0;0.0;0.0
310.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
310.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;40.0;0.0;1.0;1.0;1.0;1.0;1.0
310.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;60.0;0.0;0.0;1.0;1.0;1.0;0.0
310.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;90.0;0.0;1.0;0.0;0.0;0.0;0.0
310.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
310.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;130.0;0.0;1.0;0.0;0.0;0.0;0.0
310.0;140.0;0.0;0.0;0.0;0.0;0.0;1.0
310.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;160.0;0.0;0.0;0.0;0.0;1.0;0.0
310.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;190.0;0.0;0.0;0.0;0.0;0.0;1.0
310.0;200.0;0.0;0.0;0.0;0.0;0.0;1.0
310.0;210.0;0.0;1.0;1.0;1.0;1.0;1.0
310.0;220.0;0.0;1.0;0.0;0.0;0.0;0.0
310.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
310.0;260.0;0.0;0.0;0.0;0.0;0.0;1.0
310.0;270.0;0.0;0.0;1.0;1.0;1.0;0.0
310.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
310.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;390.0;0.0;1.0;1.0;0.0;0.0;0.0
310.0;400.0;0.0;0.0;1.0;0.0;0.0;1.0
310.0;410.0;0.0;0.0;0.0;1.0;0.0;0.0
310.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;460.0;0.0;0.0;1.0;0.0;0.0;0.0
310.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
310.0;490.0;1.0;0.0;0.0;1.0;0.0;0.0
320.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
320.0;10.0;0.0;0.0;1.0;0.0;0.0;1.0
320.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0
320.0;30.0;0.0;0.0;0.0;1.0;1.0;1.0
320.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;70.0;0.0;0.0;0.0;0.0;1.0;0.0
320.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;90.0;0.0;1.0;1.0;1.0;1.0;1.0
320.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
320.0;120.0;0.0;0.0;1.0;0.0;0.0;0.0
320.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;160.0;0.0;0.0;1.0;0.0;1.0;0.0
320.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
320.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;280.0;0.0;1.0;1.0;1.0;1.0;1.0
320.0;290.0;0.0;0.0;0.0;0.0;1.0;0.0
320.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;360.0;0.0;0.0;0.0;1.0;1.0;0.0
320.0;370.0;1.0;1.0;0.0;0.0;0.0;0.0
320.0;380.0;0.0;1.0;1.0;1.0;1.0;1.0
320.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;400.0;0.0;0.0;0.0;1.0;0.0;0.0
320.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;450.0;0.0;0.0;1.0;0.0;1.0;0.0
320.0;460.0;0.0;1.0;0.0;1.0;0.0;0.0
320.0;470.0;0.0;0.0;0.0;0.0;1.0;0.0
320.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
320.0;490.0;1.0;0.0;0.0;0.0;0.0;1.0
330.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
330.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;100.0;0.0;0.0;0.0;0.0;0.0;1.0
330.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
330.0;120.0;0.0;0.0;0.0;0.0;1.0;0.0
330.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;140.0;0.0;0.0;1.0;1.0;0.0;0.0
330.0;150.0;0.0;0.0;0.0;1.0;1.0;0.0
330.0;160.0;0.0;0.0;0.0;0.0;1.0;0.0
330.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;180.0;0.0;0.0;1.0;0.0;0.0;0.0
330.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;210.0;0.0;0.0;0.0;1.0;0.0;0.0
330.0;220.0;0.0;1.0;1.0;0.0;0.0;1.0
330.0;230.0;0.0;0.0;1.0;0.0;0.0;0.0
330.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
330.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;290.0;0.0;0.0;1.0;0.0;0.0;0.0
330.0;300.0;0.0;1.0;0.0;1.0;1.0;1.0
330.0;310.0;0.0;0.0;1.0;1.0;1.0;1.0
330.0;320.0;0.0;0.0;0.0;0.0;1.0;0.0
330.0;330.0;0.0;0.0;0.0;0.0;1.0;0.0
330.0;340.0;0.0;1.0;0.0;0.0;0.0;1.0
330.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;360.0;0.0;0.0;0.0;0.0;0.0;1.0
330.0;370.0;1.0;0.0;1.0;1.0;0.0;0.0
330.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;390.0;0.0;1.0;1.0;1.0;1.0;0.0
330.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;420.0;0.0;1.0;1.0;1.0;1.0;1.0
330.0;430.0;0.0;1.0;0.0;0.0;1.0;0.0
330.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
330.0;490.0;1.0;0.0;1.0;0.0;1.0;0.0
340.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
340.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;40.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;80.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;90.0;0.0;1.0;1.0;0.0;0.0;0.0
340.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;110.0;1.0;1.0;0.0;0.0;0.0;0.0
340.0;120.0;0.0;0.0;0.0;0.0;1.0;0.0
340.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;160.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;170.0;0.0;0.0;0.0;0.0;0.0;1.0
340.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;250.0;1.0;1.0;1.0;0.0;0.0;0.0
340.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;340.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;350.0;0.0;1.0;1.0;0.0;0.0;0.0
340.0;360.0;0.0;1.0;0.0;0.0;0.0;1.0
340.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
340.0;380.0;0.0;0.0;0.0;0.0;0.0;1.0
340.0;390.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;400.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;440.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;450.0;0.0;0.0;0.0;0.0;1.0;0.0
340.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
340.0;470.0;0.0;0.0;1.0;0.0;0.0;0.0
340.0;480.0;0.0;0.0;0.0;0.0;1.0;0.0
340.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
350.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
350.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;30.0;0.0;0.0;1.0;0.0;0.0;0.0
350.0;40.0;0.0;1.0;1.0;0.0;0.0;1.0
350.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;90.0;0.0;0.0;0.0;0.0;1.0;1.0
350.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;110.0;1.0;0.0;0.0;0.0;0.0;1.0
350.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;130.0;0.0;1.0;0.0;0.0;0.0;0.0
350.0;140.0;0.0;0.0;0.0;0.0;1.0;0.0
350.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;180.0;0.0;0.0;1.0;1.0;0.0;1.0
350.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;250.0;1.0;0.0;0.0;0.0;1.0;0.0
350.0;260.0;0.0;0.0;0.0;1.0;0.0;0.0
350.0;270.0;0.0;1.0;0.0;0.0;0.0;0.0
350.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;290.0;0.0;1.0;0.0;0.0;0.0;0.0
350.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;310.0;0.0;0.0;0.0;0.0;1.0;0.0
350.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;340.0;0.0;0.0;0.0;0.0;0.0;1.0
350.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;370.0;1.0;0.0;0.0;1.0;0.0;0.0
350.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;410.0;0.0;0.0;0.0;0.0;0.0;1.0
350.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;440.0;0.0;0.0;0.0;0.0;1.0;0.0
350.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;460.0;0.0;0.0;0.0;0.0;0.0;1.0
350.0;470.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
350.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
360.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
360.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0
360.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0
360.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;40.0;0.0;0.0;1.0;1.0;1.0;1.0
360.0;50.0;0.0;0.0;0.0;0.0;1.0;0.0
360.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
360.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;150.0;0.0;0.0;0.0;0.0;1.0;0.0
360.0;160.0;0.0;0.0;1.0;1.0;1.0;0.0
360.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;210.0;0.0;1.0;1.0;0.0;0.0;0.0
360.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;230.0;0.0;0.0;1.0;0.0;0.0;0.0
360.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
360.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;270.0;0.0;0.0;0.0;1.0;0.0;0.0
360.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;290.0;0.0;0.0;0.0;0.0;0.0;1.0
360.0;300.0;0.0;0.0;0.0;0.0;0.0;1.0
360.0;310.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;320.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;330.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;340.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;350.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;360.0;0.0;1.0;1.0;1.0;1.0;1.0
360.0;370.0;1.0;0.0;0.0;1.0;0.0;0.0
360.0;380.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;390.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;400.0;0.0;0.0;0.0;1.0;0.0;0.0
360.0;410.0;0.0;0.0;0.0;0.0;1.0;1.0
360.0;420.0;0.0;0.0;0.0;0.0;1.0;0.0
360.0;430.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;440.0;0.0;1.0;0.0;0.0;0.0;0.0
360.0;450.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;470.0;0.0;0.0;1.0;1.0;0.0;0.0
360.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0
360.0;490.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;20.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;30.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;40.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;50.0;1.0;1.0;0.0;0.0;0.0;0.0
370.0;60.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;70.0;1.0;0.0;0.0;0.0;1.0;0.0
370.0;80.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;90.0;1.0;0.0;1.0;1.0;0.0;1.0
370.0;100.0;1.0;0.0;1.0;0.0;0.0;1.0
370.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;120.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;130.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;140.0;1.0;0.0;0.0;0.0;1.0;0.0
370.0;150.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;160.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;170.0;1.0;1.0;0.0;0.0;1.0;0.0
370.0;180.0;1.0;0.0;0.0;0.0;1.0;0.0
370.0;190.0;1.0;1.0;1.0;1.0;0.0;1.0
370.0;200.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;210.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;220.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;230.0;1.0;1.0;1.0;0.0;0.0;1.0
370.0;240.0;1.0;0.0;0.0;1.0;0.0;0.0
370.0;250.0;1.0;1.0;0.0;0.0;0.0;0.0
370.0;260.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;270.0;1.0;0.0;0.0;0.0;0.0;1.0
370.0;280.0;1.0;0.0;0.0;1.0;1.0;0.0
370.0;290.0;1.0;0.0;0.0;0.0;0.0;1.0
370.0;300.0;1.0;1.0;0.0;0.0;0.0;0.0
370.0;310.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;320.0;1.0;0.0;0.0;1.0;0.0;0.0
370.0;330.0;1.0;0.0;1.0;0.0;0.0;0.0
370.0;340.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;350.0;1.0;0.0;0.0;1.0;1.0;0.0
370.0;360.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;370.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;380.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;390.0;1.0;0.0;0.0;1.0;0.0;0.0
370.0;400.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;410.0;1.0;1.0;0.0;0.0;0.0;0.0
370.0;420.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;430.0;1.0;0.0;0.0;0.0;0.0;1.0
370.0;440.0;1.0;0.0;0.0;0.0;0.0;1.0
370.0;450.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;460.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;470.0;1.0;0.0;0.0;0.0;0.0;0.0
370.0;480.0;1.0;0.0;0.0;1.0;0.0;1.0
370.0;490.0;1.0;0.0;1.0;0.0;0.0;0.0
380.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
380.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;70.0;0.0;1.0;0.0;0.0;0.0;1.0
380.0;80.0;0.0;1.0;0.0;0.0;0.0;0.0
380.0;90.0;0.0;0.0;0.0;0.0;1.0;0.0
380.0;100.0;0.0;1.0;0.0;0.0;0.0;0.0
380.0;110.0;1.0;0.0;0.0;0.0;0.0;0.0
380.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;170.0;0.0;0.0;0.0;0.0;1.0;1.0
380.0;180.0;0.0;0.0;0.0;1.0;0.0;1.0
380.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;210.0;0.0;0.0;1.0;0.0;0.0;0.0
380.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;240.0;0.0;0.0;0.0;0.0;0.0;0.0
380.0;250.0;1.0;0.0;0.0;0.0;0.0;0.0
380.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0
